,NX035,NX026,NX030,NX020,NX023,NX034,NX031,NX022,NX032,NX025,NX036,NX019,NX029,NX021,NX033,NX027,NX037,NX038,NX028,NX024
ACTR6,0.11,0.47,0.34,-0.09,0.08,0.19,-0.06,-0.27,0.05,0.09,-0.21,-0.22,0.06,0.11,-0.17,0.21,-0.24,-0.04,0.13,-0.05
ACTR8,0.27,0.04,0.14,0.26,0.19,0.32,-0.04,0,-0.01,0.16,-0.04,-0.1,0.03,0.27,0.15,0.06,-0.02,0.17,0.04,-0.04
ACVR1,0.61,-0.19,0.62,0.24,0.16,0.28,0.46,0.01,0.12,1.03,0.13,-0.55,0.37,0.78,0.28,0.43,-0.01,0.19,0.64,0.78
ACY3,0.32,0.07,0.15,-0.5,2.26,-0.32,-0.26,-0.25,0.05,0.17,0.58,-0.06,0.19,-0.52,0.78,-0.08,-0.4,-0.41,-0.33,-0.28
ACYP1,-0.26,0.04,-0.1,0.26,-0.73,-0.1,-0.51,0.5,-0.18,-0.31,-0.24,0.69,-0.15,0,-0.43,-0.21,0.06,-0.01,0.01,-0.22
ACYP2,-1.28,-0.78,0,-0.75,-1.24,-1.24,-0.96,-1.15,-1.09,-1.04,-0.83,-0.88,-0.81,-0.92,-0.83,-0.43,-0.99,-1.05,-0.72,-1.32
ADA,0.06,0.74,-0.16,-0.27,0.88,0.25,0.2,0.02,0.43,0.91,0.15,-0.3,-0.08,-0.1,0.45,0.34,0.25,0.2,-0.15,0.52
ADA2,0.03,0.72,-0.06,-0.09,0.88,0.25,0.41,-0.06,0.45,0.28,0.55,0.12,0.37,0.13,0.44,0.34,0.33,0.3,0.19,0.62
ADAL,0.72,NA,0.45,0.58,0.3,0.29,-0.07,0.45,-0.02,0.31,0.11,0.54,0.17,0.16,-0.46,0.34,-0.21,-0.07,0.24,0.13
ADAM10,0.15,-0.23,0.57,0.02,0.06,0.25,0.32,-0.15,0.53,0.07,0.65,-0.69,0.24,0.19,0.52,0.02,0.31,0.61,-0.06,0.02
ADAM15,-0.13,-0.18,-0.08,-0.49,-0.47,-0.09,-0.29,-0.07,0.06,-0.04,-0.21,-0.49,0.6,-0.39,-0.13,-0.52,-0.27,-0.24,-0.7,-0.42
ADAM17,0.15,0.01,0.34,0.07,0.22,0.27,0.33,0.3,0.33,0.35,-0.01,-0.5,-0.14,0.31,0.18,0.37,0.08,0.11,0.3,0.17
ADAM22,NA,-0.66,NA,NA,NA,NA,0.87,0.43,0.69,NA,-0.13,1.22,-0.15,-0.02,NA,NA,0.58,NA,NA,-0.15
ADAM28,-0.42,-0.57,0.33,0.36,-0.63,-0.8,-0.44,-0.71,-0.37,-0.45,-0.3,-0.65,0.03,0.2,-0.19,-0.3,-0.28,0.04,-0.55,0.06
ADAM8,-0.65,-0.99,-1.3,0.05,-0.13,0.09,NA,NA,0.26,NA,NA,NA,-0.02,-0.79,-0.78,-0.03,-0.49,0.23,-1.17,0.02
ADAM9,-0.4,-0.33,-0.33,-0.32,-0.41,-0.17,-0.23,-0.4,-0.17,-0.14,0.08,-0.69,-0.14,-0.23,0.01,-0.45,0,-0.1,-0.32,-0.29
ADAMDEC1,-0.71,-0.49,-0.75,NA,-0.69,-0.51,-1.67,-0.11,-1.29,-0.93,-0.58,-0.02,-0.48,NA,-0.88,-0.04,-0.46,NA,-0.51,NA
ADAMTS1,0.14,-0.41,-1.14,-0.16,0.56,0.83,0.56,0.09,1.42,0.16,2.08,-0.31,-0.36,-0.9,1.78,-0.09,1.23,0.25,-0.51,-0.23
ADAMTS15,-0.4,NA,NA,-0.16,-0.46,0.04,0.55,NA,0.53,NA,0.54,-4.28,-0.65,-0.26,1.47,-0.47,-0.33,0.51,-0.6,-0.28
ADAMTS2,0.72,-3,-0.23,-0.52,2.48,0,-0.02,0.09,-0.11,0.72,0.38,-3.91,-0.16,0.51,2.5,0.9,-0.65,0.01,0.57,1.39
ADAMTS5,-0.85,2.19,-0.49,-0.2,2.96,NA,-0.58,0.3,0.39,NA,0.51,0.41,-1.43,-1.21,1.74,-0.86,-0.11,-0.32,-1.09,-0.12
ADAMTS7,0.03,-0.38,-0.12,-0.07,0.45,-0.25,-0.12,0.02,-0.15,1.08,-0.08,0.24,-0.16,-0.13,0.29,0.27,-0.44,-0.25,0.27,0.38
ADAMTS8,-0.31,NA,-0.16,NA,NA,-0.3,1.14,-0.05,NA,-0.47,0.94,NA,-2.23,NA,NA,-2.87,0.31,NA,-0.77,NA
ADAMTS9,1.41,1.36,0.18,NA,2.13,0.79,1.23,0.3,2.17,NA,2.05,-0.41,-0.06,0.67,3.07,0.94,1.14,NA,0.39,0.25
ADAMTSL1,-1.02,-1.91,-1.27,0.43,-0.88,-1,-0.11,0.89,-0.71,-0.92,-0.6,1.54,-0.77,-0.37,-1.35,-1.49,-0.33,-0.25,-0.84,-0.09
ADAMTSL2,-1.09,-0.72,-0.57,-0.18,NA,-1.61,-0.76,-0.75,-1.62,-1.43,-0.65,-0.68,-0.9,-0.66,-1.56,-1.11,-1.11,-0.5,-0.44,-0.33
ADAMTSL3,-1.29,1.21,-1.13,NA,-0.64,-1.17,NA,2.49,-0.62,-0.61,NA,0.7,-0.67,-0.35,-3.4,-0.89,-0.8,NA,NA,0.55
ADAMTSL4,0.92,-4.18,0.19,2.21,3.15,0.7,1.47,1.09,0.69,0.03,1.13,1.18,0.48,1,1.08,-0.11,0.89,1.08,0.32,0.09
ADAMTSL5,-0.87,0.18,NA,0.91,-0.27,-1.29,-0.3,0.67,-0.76,-0.86,-0.72,1.28,-0.51,NA,-2.52,-1.24,-0.38,-0.82,-1.09,NA
ADAP1,-0.31,0.12,-0.37,-0.43,-0.17,-0.39,-0.25,-0.4,-0.11,-0.03,0.07,-1.48,-0.3,-0.35,-0.04,-0.23,-0.12,-0.14,-0.46,0.02
ADAP2,-0.28,-0.42,-0.61,-0.02,0.86,NA,-0.25,NA,0.65,0.2,-0.29,-0.37,0.18,-0.17,0.76,-0.12,0.2,-0.18,0.18,0.26
ADAR,0.04,-0.12,0.06,-0.08,-0.1,-0.07,-0.04,-0.26,-0.04,-0.01,-0.21,-0.13,0,0.04,-0.19,0.08,-0.18,0.03,0.11,0.34
ADARB1,-0.16,0.92,-0.12,0.26,-0.05,-0.03,-0.01,0.31,0.01,0.33,0.22,0.83,-0.42,0.15,-0.63,-0.28,-0.36,0.21,-0.19,0.06
ADAT1,0.23,0.15,0.08,-0.09,0.24,0.01,0.18,-0.34,-0.22,0.28,0,-0.61,0.06,0.19,-0.29,-0.01,-0.21,0,0,-0.05
ADAT2,0.55,-0.13,0.4,0.58,-0.59,0.08,0.08,0.26,0.37,-0.19,-0.25,0.07,0.31,0.27,0.03,0.12,0.23,0.16,0.75,0.01
ADAT3,0.12,-0.31,0.5,0.26,0.32,0.16,0.16,-0.28,0.06,-0.08,-0.23,0.43,-0.22,0.18,-0.18,-0.03,-0.31,-0.05,0.3,0.05
ADCK1,-0.62,0.37,0.14,0.03,0.09,-0.41,0.31,-0.27,-0.24,0.03,0.22,-0.38,-0.69,0.09,-0.51,-0.72,-0.11,-0.19,0.05,0.04
ADCK5,NA,0.85,-0.5,-0.35,-1.01,NA,NA,0.83,NA,NA,NA,-1.32,NA,0.17,-0.02,NA,0.35,-0.09,NA,0.46
ADCY3,0.61,NA,0.63,NA,0.13,1.2,1.45,-0.21,1.1,1.13,0.79,0.58,-0.27,1.23,0.77,0.86,-0.09,NA,0.34,1.07
ADCY6,-0.2,0.43,0.2,0.19,-0.08,-1.15,0.29,0.38,-0.2,0.1,0.07,-0.4,0.14,-0.32,0.14,-0.28,-0.24,-0.22,-0.2,-0.01
ADCY7,0.56,0.05,0.31,0.47,2.6,0.75,0.17,1.48,0.46,0.72,0.09,1.15,0.71,0.74,0.58,1.05,0.25,0.27,NA,0.15
ADCYAP1R1,0.22,NA,NA,NA,NA,-0.42,NA,0.35,-0.66,-0.76,NA,-0.78,NA,0.36,-0.83,0.48,0.6,NA,0.47,-0.38
ADD1,0.31,0.45,-0.08,0.35,0.36,0.52,0.75,0.32,0.36,0.05,0.22,0.48,0.24,-0.27,0.01,0.1,0.41,0.52,0.24,0.03
ADD2,0.59,2.24,-0.56,-0.37,0.62,-0.2,0.75,1.13,0.69,1.11,-0.37,-0.56,0.5,-0.38,-0.78,0.77,0.12,1.13,0.91,0.51
ADD3,0.1,0.32,-0.25,0.4,0.06,0.2,0.5,0.03,0.33,-0.03,0.07,0.23,0.2,-0.36,0.06,0.17,0.28,0.33,0.19,-0.14
ADGRA2,1.18,NA,0.61,1.71,NA,0.56,0.96,1.46,0.63,1.6,0.47,NA,0.57,0.79,0.19,0.74,0.36,1.18,0.28,0.62
ADGRA3,-0.28,0.32,0.3,0.35,0.03,-0.22,0.44,0.31,-0.08,NA,0.15,NA,0.03,0.01,-0.21,-0.21,-0.23,0.02,0.31,-0.04
ADGRE2,-1.15,0.77,-0.56,-0.6,-0.08,0.11,-0.46,-0.46,0.53,0.04,-0.32,-0.36,-0.26,-0.82,-0.06,-0.77,NA,-0.49,-0.66,-0.58
ADGRE5,-0.32,-0.18,-0.5,-0.37,0.54,-0.44,-0.13,0.18,-0.42,0.13,-0.06,0.54,-0.28,-0.29,0.18,-0.46,0.15,-0.27,-0.05,0.21
ADGRF1,0.95,-1.04,-0.59,NA,-0.51,0.03,NA,-0.63,0.3,NA,14.07,NA,NA,0.12,-1.19,0.48,NA,NA,NA,0.17
ADGRF5,-0.13,0.02,0,0.04,0.18,0.42,0.28,0.42,-0.13,0.65,0.29,-0.72,NA,0.28,-0.05,0,-0.16,-0.13,1.15,0.44
ADGRG1,-0.68,0.72,-0.81,-0.69,-0.68,-0.79,-0.71,-0.68,-0.64,-0.54,-0.3,-0.29,-0.43,-0.74,-1.01,-0.64,-0.76,-0.52,-0.51,-0.54
ADGRG2,0,-0.72,0.09,-0.59,-1.45,0.01,-0.14,-0.63,-0.09,-0.25,-0.26,-0.15,-0.17,-0.12,-0.36,0.9,-0.31,0,NA,-0.18
ADGRG3,-0.24,-0.08,NA,NA,2.35,2.94,NA,NA,NA,0.59,NA,-0.23,NA,-1.51,2.12,0.27,NA,NA,-0.57,0.88
ADGRL1,NA,0.19,-0.13,0.75,-0.12,0.69,-0.39,NA,0.63,NA,-0.7,NA,0.21,NA,NA,NA,NA,-0.01,-1.47,NA
ADGRL2,0.3,-0.2,0.31,0.22,0.03,0.5,0.11,-0.12,0.91,0.13,1.03,0.43,0.01,0.48,1.33,0.26,0.71,0.67,0.38,0.19
ADGRL3,0.09,1.51,0,0.63,-1.19,-0.12,1.18,0,NA,0.56,0.62,0.23,-0.09,0.09,-0.15,-0.14,-0.24,-0.27,NA,-0.63
ADGRL4,0.59,0.16,NA,0.43,NA,0.65,0.54,NA,0.66,0.13,0.45,0.46,-0.12,1.18,-0.39,0.71,0.32,-0.09,0.64,0.94
ADH1B,-1.85,-2.25,-3.19,-1.66,-1.92,-1.02,-1.34,0.39,-1.7,-1.99,-2.49,1.19,-3.45,-2.17,-3.96,-2.51,-1.01,-1.55,-2.42,-0.93
ADH1C,0.03,0.45,-1.87,-0.71,1.32,-0.27,0.24,-0.21,-0.61,-0.24,-1.05,0.93,-0.48,-0.96,-1.66,-0.58,-0.05,0.17,-0.68,0.45
ADH5,-0.3,-0.26,-0.13,0.28,-0.6,-0.16,-0.23,0.3,-0.32,-0.24,-0.52,1.07,-0.32,-0.19,-0.38,-0.11,0,-0.1,-0.14,0.09
ADH6,-0.41,-0.01,NA,NA,-0.74,NA,NA,-0.75,-0.94,NA,NA,-1.06,-0.13,-0.86,NA,-0.38,NA,NA,NA,-0.66
ADH7,NA,NA,-0.08,-0.16,NA,-0.91,NA,NA,NA,NA,NA,6.48,NA,NA,NA,NA,0.17,-0.79,NA,NA
ADI1,0.05,-0.29,-0.49,-0.13,-0.12,-0.02,-0.28,-0.2,0.01,-0.36,-0.15,-0.64,-0.19,-0.28,0.21,-0.39,0.07,-0.15,0.13,-0.29
ADIPOQ,-0.88,0.22,-0.69,-0.32,-1.17,-0.55,-0.09,1.4,-1.15,1.68,-0.19,1.57,-0.63,-0.01,-1.24,-1.37,-0.2,-0.57,-1.04,1.05
ADIRF,-0.84,-1.76,-2.12,0.79,-0.72,-1.49,-1.47,0.14,-1.14,-1.53,-1.43,0.77,-0.74,-1.3,-1.91,-1.48,-0.53,-1.4,-1.33,-1.21
ADK,-0.03,-0.21,0.13,0.33,-0.25,0.06,-0.23,-0.01,0.04,-0.08,0.34,-0.28,0.09,-0.05,0.25,-0.04,0.21,0.13,-0.11,-0.11
ADM,NA,0.18,-0.05,NA,1.28,NA,NA,-0.26,-2.86,-0.08,NA,0.53,-0.76,-0.4,-0.91,NA,-0.76,NA,-2.15,0.25
ADNP,0.27,-0.19,0.41,0.17,0,0.03,0.08,0.05,-0.17,-0.07,-0.06,0.05,0.13,0.24,-0.17,0.15,-0.11,-0.09,0.35,0.06
ADNP2,0.44,-0.11,0.37,0.85,-0.64,0.07,0.17,NA,0.1,-0.3,-0.16,-0.03,-0.42,0.34,-0.25,0.3,-0.15,0.15,-0.11,0.44
ADO,-0.01,-0.29,-0.35,0.37,0.2,-0.22,-0.01,0.2,-0.08,0.1,-0.15,-0.09,-0.1,0.01,-0.18,-0.26,0.04,0.01,0.03,0.18
ADPGK,0.15,0.51,-0.19,0.07,0.19,-0.05,0.16,-0.29,0.39,0.19,0.11,-0.15,0.14,-0.24,-0.11,0.3,-0.07,-0.05,-0.08,-0.09
ADPRH,-0.28,-0.16,-0.29,0.02,0.59,-0.39,-0.17,0.12,-0.19,0.18,0.21,-0.21,-0.28,-0.11,0.35,-0.27,-0.12,-0.53,-0.32,-0.38
ADPRHL2,0.02,0.05,0.16,0.32,-0.09,0.08,-0.1,0.03,0.21,0.11,0.09,0.53,0.06,0.02,0.06,0.03,0.04,0.11,-0.01,0.05
ADRA2A,0.48,NA,0.53,0.09,NA,NA,-0.1,-0.12,2.12,NA,0.03,0.29,0.29,0.25,1.79,0.66,0.78,-0.14,-0.1,0.22
ADRM1,-0.2,-0.87,-0.01,-0.18,-0.29,-0.04,-0.27,-0.44,-0.02,-0.15,-0.01,-0.56,-0.27,-0.42,0.21,-0.33,-0.05,-0.11,-0.32,-0.33
ADSL,0.04,0.27,0.17,-0.06,0.03,-0.19,-0.07,-0.07,-0.05,0.07,-0.29,-0.3,-0.07,0.06,-0.12,-0.16,-0.05,-0.05,-0.1,-0.05
ADSS,-0.14,0.01,-0.09,-0.39,0.16,0.31,-0.21,-0.4,0.29,-0.01,0.41,-0.54,0.02,-0.46,0.42,-0.29,0.11,-0.11,-0.26,-0.27
ADSSL1,0.49,0.45,0.75,0.63,0,0.02,0.5,0.65,-0.14,-0.15,0.82,-0.28,0.05,0.65,0.27,0.42,-0.02,0.31,0.94,0.13
AEBP1,-0.58,-0.28,-0.54,0.54,-0.52,-0.91,-0.56,0.3,-1.29,-0.44,-0.92,0.3,-0.05,-0.26,-1.4,-0.33,-0.54,-0.59,-0.17,0
AEBP2,-0.38,NA,NA,NA,0.24,-0.22,NA,0.08,-0.48,NA,NA,0.81,-0.13,0.46,-0.03,-0.17,-0.06,NA,0.27,0.35
AES,0.23,-0.11,0.11,0.09,0.25,0.16,0.3,0.29,0.16,-0.14,0.2,0.84,0.15,0.24,0.04,-0.11,0.32,0.4,0.09,0.31
AFAP1,-0.6,-0.04,-0.55,-0.65,0.09,-0.62,-0.68,-0.18,-0.57,0.4,-0.5,-0.16,-0.84,-0.37,-0.34,-0.5,-0.45,-0.54,-0.64,0.18
AFAP1L1,0.92,-0.18,0.59,0.73,-0.06,0.72,NA,0.81,0.02,NA,NA,0.73,-0.08,0.45,-0.4,1.09,0.47,0.13,0.71,0.23
AFAP1L2,-0.22,-0.58,-0.1,-0.54,1.62,0.33,-0.19,0.31,0.47,0.17,0.62,0.43,-1.08,0.21,1.16,-0.31,0.34,0.14,-0.18,0.09
AFDN,-0.12,-0.16,0.18,-0.09,-0.41,-0.14,-0.06,-0.19,-0.11,-0.29,-0.02,-0.32,0.04,0.1,-0.17,-0.23,-0.03,0,-0.12,-0.22
AFF1,-0.09,-0.15,0.22,-0.12,0.04,0.42,0.28,0.18,0.03,0.05,0.16,0.09,-0.16,-0.3,0.18,0.3,0.3,0.06,0.1,0.14
AFF3,0.31,-0.67,0.27,0.01,-0.48,-0.3,-0.67,0.28,0,0.2,-0.82,0.61,-0.17,NA,-0.3,0.15,-0.01,0.11,0.52,NA
AFF4,0.09,0.19,-0.02,0.1,0.15,0.17,0.11,0.14,0.29,0.08,0.09,-0.2,0.05,0.03,-0.09,0.02,0.12,-0.17,0.09,0.21
AFG1L,-0.04,-0.34,0.3,0.86,0.35,0.33,0.11,0.32,-0.02,0.37,0.24,0.31,0.38,0.49,0.57,-0.24,0.33,0.4,0.24,0.13
AFG3L2,-0.15,-0.15,0.31,0.19,-0.08,-0.36,-0.09,-0.02,0.09,-0.35,0.06,-0.07,0.18,0.38,0.26,-0.02,0.05,0.05,0.02,-0.04
AFM,1.06,-0.06,0.29,0.37,1.88,0.78,1.14,0.71,1.02,0.74,-0.09,0.26,0.2,0.16,0.41,0.31,0.64,0.71,0.37,0.27
AFMID,0.12,0.83,-0.26,0.39,0.31,-0.07,-0.14,0.31,0.34,-0.99,-0.02,NA,0.25,0.04,-0.25,0.2,0.14,-2.32,0.04,0.14
AFTPH,-0.06,-0.13,-0.12,0,-0.18,0.21,-0.05,-0.23,0.24,-0.11,0.5,-0.41,0.07,-0.08,0.33,-0.28,0.05,0.11,-0.35,-0.12
AGA,0.42,0.83,0.62,0.95,0.57,0.29,1.09,0.42,0.32,-0.26,0.38,-0.45,0.32,0.37,0.13,0.31,0.15,0.41,0.64,0.24
AGAP1,0.29,0.09,0.15,-0.23,-0.36,-0.43,0.19,0.43,-0.24,-0.45,0.09,0.06,-0.04,-0.33,-0.16,0.36,-0.01,-0.06,0.19,0.2
AGAP2,-0.67,0.23,0.1,0.16,1.16,0.13,-0.31,0.38,0.2,-0.21,0.2,-0.13,-0.51,-0.47,0.18,0.28,0.12,-0.1,0.13,0.29
AGAP3,-0.2,-0.17,-0.14,-0.01,0.09,-0.39,-0.13,-0.09,-0.13,-0.09,-0.25,0.79,-0.03,0.16,-0.07,-0.13,-0.28,-0.1,-0.15,0.17
AGFG1,0.1,0.02,0.13,0.04,0.32,0.29,0.3,0.29,0.4,0.01,0.97,-0.29,-0.02,-0.11,0.68,0.14,0.44,0.17,-0.12,0.02
AGFG2,-0.15,-0.74,-0.33,-0.08,0.49,-0.04,0.06,0.04,0.11,0.15,0.06,0.75,0.15,-0.23,0.1,-0.39,0.19,-0.29,-0.28,0.19
AGGF1,0.04,0.01,-0.01,0.17,0.36,0.28,0.26,0.13,-0.09,0.33,-0.16,0.28,0.17,0.09,-0.22,0.23,0.25,-0.04,0.01,0.43
AGK,-0.03,-0.08,0.33,0.24,0.09,-0.01,0.29,-0.02,0.19,-0.05,0.48,0.01,0.23,0.1,0.41,0,0.31,0.28,-0.08,-0.06
AGL,-0.2,-0.09,0.08,-0.19,0.11,0.04,0.11,-0.24,-0.04,-0.23,0.09,0.03,-0.12,-0.01,0.08,-0.28,0,-0.05,-0.26,-0.29
AGMAT,-0.35,0.42,0.38,0.7,-0.37,-0.72,-0.45,-0.43,-0.57,-0.72,-0.34,-0.75,0.23,-0.22,-0.42,-0.49,-0.78,-0.78,-0.32,-0.83
AGO1,0.46,0.55,0.61,0.49,0.08,0.14,0.21,0.27,0.07,0.41,-0.02,0.76,0.18,0.61,-0.44,-0.03,0.22,0.47,0.29,0.6
AGO2,0.14,0.49,-0.11,-0.07,0.06,-0.17,0.1,0.25,-0.01,0.37,-0.28,0.36,-0.27,-0.12,-0.29,-0.04,0.04,0,-0.11,0.21
AGO3,0.01,0.52,0.15,0.36,-0.12,-0.19,0.13,0.51,-0.19,0.24,-0.23,0.96,0.02,0.19,-0.62,-0.08,0.04,0.2,-0.11,0.38
AGO4,-0.59,1.33,-0.29,NA,NA,0.02,-0.24,0.44,0.46,0.29,-0.01,-0.17,-0.23,-0.23,0.23,-0.57,0,NA,0.29,-0.22
AGPAT1,-0.01,0.61,0.32,0.4,0.09,-0.1,0.21,0.78,-0.01,0.19,-0.23,0.53,0.02,0.37,-0.12,0.6,0.07,0.42,0.24,0.45
AGPAT2,1.25,0.43,0.09,-3.42,-0.73,-0.09,0.43,-0.13,-0.24,0.24,0.14,0.1,-0.03,0.05,-0.38,1.14,-0.36,0.33,-0.22,-0.08
AGPAT3,-0.12,0.28,0.25,-0.34,-0.13,-0.22,0.13,-0.31,0.18,0.18,0.23,-0.93,0.11,0.1,0.15,0.36,0.17,0.28,-0.05,-0.05
AGPAT4,-0.02,0.73,-0.07,-0.63,0.47,-0.36,0.32,-0.49,-0.33,0.36,-0.35,0.24,-0.14,0.08,-0.25,-0.12,-0.28,-0.57,0.11,0
AGPAT5,0.12,-0.33,0.01,-0.22,0.12,0.51,0.03,-0.38,1.1,-0.01,0.66,-0.11,-0.06,0.03,0.65,-0.04,1.12,0.8,-0.1,0.37
AGPS,-0.12,-0.44,-0.37,-0.6,-0.26,-0.1,-0.4,-0.6,0.23,-0.12,0.24,-0.97,0.14,-0.39,0.48,-0.18,0.12,-0.07,-0.16,-0.6
AGR2,-0.69,-0.46,-0.97,-1.79,-0.83,-0.49,-0.61,-1.19,-0.12,-0.52,0.37,-0.65,-0.13,-0.78,0.39,-0.55,-0.33,-1,-0.6,-0.62
AGR3,0.03,0.82,-0.32,0.06,0.12,0.13,1.37,-0.11,-0.05,-0.14,0.04,-0.66,-0.02,-0.19,-0.59,0.33,0.37,-0.2,-0.44,-0.29
AGRN,-0.38,-0.84,-0.64,0.22,-0.06,-0.24,-0.41,-0.25,-0.47,-0.54,-0.14,-0.46,-0.12,-0.31,-0.14,-0.37,-0.36,-0.29,-0.37,-0.02
AGT,0.45,1.32,0.09,0.49,2.12,0.2,1.34,0.21,0.76,1.11,-0.2,0.41,0.03,0.1,0.27,0.48,0.03,0.41,0.15,0.29
AGTPBP1,-0.39,-0.19,-0.55,-0.64,-0.02,0.02,-0.08,-0.16,0.35,0.08,0.09,0.06,-0.2,0.04,0.16,0.16,-0.22,-0.54,-0.14,0.21
AGTR2,-0.04,NA,-0.13,0.42,NA,NA,NA,0.6,-0.59,-1.19,NA,NA,-1.06,1.17,NA,0.01,-0.85,-0.43,NA,0.05
AGTRAP,-0.5,0.48,-0.58,1.6,-1.6,0.47,-0.41,-0.1,-0.77,-0.86,0.39,0.94,-0.15,-1.29,-1.13,1.41,-0.53,-0.37,-0.11,0.31
AHCTF1,-0.09,0.07,0,-0.13,-0.03,-0.14,0.18,-0.07,0.09,-0.07,-0.2,0.31,0.11,-0.07,-0.01,0.18,-0.12,-0.23,-0.02,0.05
AHCY,-0.15,0.32,0.1,-0.07,0.36,-0.32,-0.02,-0.2,-0.22,-0.44,-0.28,0.03,-0.01,-0.02,-0.24,-0.25,-0.23,-0.22,-0.26,-0.26
AHCYL1,-0.15,-0.18,0.3,-0.11,-0.27,0.01,-0.08,-0.18,-0.07,-0.3,0.35,0.06,0.06,-0.14,0.15,-0.36,0.34,0.13,-0.27,-0.31
AHCYL2,0.02,-0.07,-0.11,0.37,-0.38,0.37,0.34,0.25,-0.14,-0.27,0.27,0.65,0.26,0.2,0.31,-0.13,0.31,0.05,-0.09,0
AHDC1,0.29,0.54,0.5,0.4,-0.17,0.26,0.29,0.52,0,0.61,-0.23,0.67,0.18,0.4,-0.57,0.53,-0.14,0.18,0.89,0.51
AHI1,-0.09,1.68,-0.19,NA,NA,NA,0.13,NA,-0.2,NA,0.4,1.08,NA,0.77,NA,-0.34,NA,NA,-0.4,0.63
AHNAK,-0.27,-0.18,-0.39,0.31,0,-0.22,0.52,0.36,-0.24,-0.58,-0.36,0.78,-0.42,-0.31,-0.58,-0.55,-0.1,-0.29,-0.36,-0.02
AHNAK2,-0.36,-0.08,-1.45,-0.51,0.19,-0.25,-0.32,0.3,-0.16,-0.26,0.01,1.13,-1.28,-0.79,-0.19,-0.88,0.18,-0.39,-0.99,-0.56
AHR,-0.34,-0.25,-0.46,-0.5,-0.18,-0.38,-0.33,-0.67,-0.45,-0.09,-0.34,-1.38,-0.04,-1.03,-0.35,-0.3,-0.47,-0.47,-0.31,-0.21
AHSA1,-0.17,-0.2,0.02,-0.26,0.09,-0.21,-0.22,-0.27,-0.24,-0.14,-0.17,-0.29,-0.28,-0.04,0.06,-0.13,-0.24,-0.35,-0.12,-0.17
AHSG,0.47,0.38,0.09,0.4,0.72,0.29,0.65,0.35,0.74,0.19,-0.11,-0.13,0.01,0.16,0.08,0.5,0.42,0.4,0,0.26
AHSP,0.88,4.56,-0.92,-0.44,0.32,-0.45,0.95,2.31,-0.05,1.61,-0.84,-0.5,0.97,-0.78,-0.67,1.16,0.78,1.05,1.12,0.02
AIDA,0.26,0.23,0.14,0.39,0.42,0.34,0.47,0.6,0.4,0.38,0.17,0.23,0,0.39,0.18,0.07,0.24,0.36,0.52,0.6
AIF1,-0.11,0.04,-0.21,0.19,1.53,0.36,0.08,-0.2,0.5,0.15,0.5,-0.17,0.08,-0.48,0.8,0.48,0.5,0.26,-0.36,-0.07
AIF1L,0.11,-0.48,0.3,0.55,-0.94,-0.49,-0.73,0.17,-0.18,-0.79,0.3,-0.34,0.26,0.11,0.39,-0.35,0.03,0.02,0.02,-0.55
AIFM1,-0.27,-0.08,0.01,0.05,-0.69,-0.2,-0.22,-0.7,-0.2,-0.55,0.11,-0.63,0.03,-0.04,-0.34,-0.17,-0.1,0.01,-0.42,-0.47
AIFM2,-0.42,0.42,-0.76,-0.3,0.35,-0.29,-0.26,-0.09,-0.03,0.38,0.05,-0.03,0.14,-0.87,0.15,-0.21,-0.05,0.04,-0.34,0.1
AIG1,0.84,0.42,1.03,2.13,0.48,0.39,0.89,0.06,0.24,1.06,0.99,NA,0.6,1.33,1.1,1.37,0.5,2.07,1.1,0.6
AIMP1,-0.08,-0.15,0.14,-0.15,0,0.07,-0.01,-0.11,0.18,-0.09,0.24,-0.46,-0.11,-0.05,0.28,-0.18,0.03,-0.02,-0.19,-0.18
AIMP2,-0.21,-0.47,0.09,-0.41,0.07,-0.13,-0.19,-0.32,-0.03,-0.35,0.08,-0.52,-0.07,-0.14,0.15,-0.03,-0.07,-0.16,-0.2,-0.22
AIP,-0.02,-0.3,-0.11,0.14,0.35,0.15,-0.05,0.17,0,0,-0.03,0.33,-0.12,-0.06,0.22,-0.01,0.13,0.19,0.08,0.3
AJUBA,0.3,-0.48,0.2,0.21,-0.58,-0.66,-0.33,0.18,-0.46,0.36,-0.64,0.41,-0.15,0.04,-0.52,0.17,-0.22,-0.48,0.05,-0.15
AK1,-0.06,0.66,-0.21,1.31,0.03,-0.64,-0.16,0.29,-0.45,0.16,-0.22,0.36,0.25,-0.23,-0.5,0.05,-0.07,-0.1,0.06,0.13
AK2,-0.11,-0.17,0.09,0.14,-0.4,-0.15,-0.16,0,-0.18,-0.1,0.05,-0.18,0.02,-0.08,-0.21,0.04,-0.06,0.01,-0.23,-0.03
AK3,0.16,0.07,0.37,0.63,-0.27,0.07,-0.27,0.48,0.05,0.05,-0.07,0.47,0.1,0.25,-0.1,0.18,0.29,0.14,0.02,-0.09
AK4,-0.21,-0.07,-0.29,-0.46,-0.23,0.37,0.21,-0.1,0.48,-0.37,0.69,-0.17,-0.76,-0.44,0.8,-0.15,0.35,0.19,-0.34,-0.62
AK6,0,0.4,-0.14,-0.3,0.37,-0.2,-0.32,-0.3,-0.17,0.42,-0.31,-0.67,0.01,-0.07,-0.05,0.16,-0.4,-0.12,0.18,-0.01
