,blcdb9-I,263d3f-I,c4155b-C
ATG14,-0.17,0.26,0.31
ATG16L1,-0.26,0.06,0.08
ATG2A,0.28,-0.37,0.23
ATG2B,0.92,0.22,0.53
ATG3,-0.76,-0.54,-0.39
ATG4A,1.74,0.82,1.54
ATG4B,0.58,0,0.14
ATG4C,1.27,0.77,0.86
ATG5,0.34,-0.18,-0.19
ATG7,0.55,0.08,0.16
ATG9A,-0.94,-0.65,-0.5
ATIC,0.87,-0.42,0.22
ATL1,-1.01,0.28,0.07
ATL2,-1.45,-1.1,-0.95
ATL3,-0.18,-0.61,-0.21
ATM,0.23,-0.08,0.02
ATN1,-1.26,0.04,-0.5
ATOX1,0.65,-0.09,-0.05
ATP11A,-0.99,-0.17,0.18
ATP11B,-2.66,-0.67,-1.07
ATP11C,NA,NA,NA
ATP13A1,-0.89,-0.59,-0.67
ATP13A2,-1.22,0.96,0.4
ATP13A3,NA,NA,NA
ATP13A4,NA,NA,NA
ATP1A1,-1.58,-0.94,-0.91
ATP1B1,-0.54,-0.64,-0.64
ATP1B3,-0.25,-0.19,-0.22
ATP23,2.4,1.08,1.69
ATP2A2,-0.97,-0.94,-0.68
ATP2A3,-1.68,-0.89,-0.93
ATP2B1,-0.49,0.2,0.43
ATP2B4,-0.36,-0.08,0.7
ATP2C1,-0.33,-0.54,-0.31
ATP2C2,NA,NA,NA
ATP5A1,1.3,0.3,0.62
ATP5B,0.93,-0.1,0.24
ATP5C1,-0.13,-0.41,-0.01
ATP5D,1.57,0.36,0.61
ATP5E,-1.63,0.13,0.62
ATP5F1,0.63,-0.1,-0.06
ATP5H,1.62,0.3,0.51
ATP5I,1.58,0.91,1.24
ATP5J,1.45,0.03,0.31
ATP5J2-PTCD1,-0.4,-0.04,-0.05
ATP5L,0.85,0.5,1.13
ATP5O,0.95,0.1,0.58
ATP5S,1.47,0.24,0.77
ATP6,0.06,-1.43,-1
ATP6AP1,1.09,-0.08,-0.32
ATP6AP2,1.6,-0.03,0.31
ATP6V0A1,0.18,0.09,0.2
ATP6V0A2,0.07,0.18,0.17
ATP6V0A4,0.21,-0.41,0.27
ATP6V0C,0.91,0.39,1.32
ATP6V0D1,0.52,-0.25,-0.38
ATP6V1A,0.33,-0.19,0
ATP6V1B1,-0.65,-0.3,-0.15
ATP6V1B2,0.88,0.11,0.2
ATP6V1C1,-0.45,-0.68,-0.84
ATP6V1C2,NA,NA,NA
ATP6V1D,0.77,0.24,0.46
ATP6V1E1,0.33,-0.09,-0.08
ATP6V1F,0.87,-0.15,-0.2
ATP6V1G1,0.26,-0.23,-0.05
ATP6V1G2,2.03,1.22,1.69
ATP6V1H,-0.39,-0.17,-0.22
ATP7A,1.13,0.28,0.7
ATP7B,NA,NA,NA
ATP8,-0.08,-0.07,0.31
ATP8A1,NA,NA,NA
ATP8A2,NA,NA,NA
ATP8B1,-0.22,-0.18,-0.22
ATP9A,-1.26,0.06,-0.21
ATP9B,0.16,0.3,0.56
ATPAF1,1.84,0.18,0.34
ATPAF2,1.73,0.21,0.42
ATPIF1,-1.8,-0.71,-1.26
ATR,0.48,0.18,0.46
ATRAID,0.22,0.53,0.66
ATRIP,NA,NA,NA
ATRN,1.4,1.78,1.97
ATRX,-0.41,-0.14,-0.13
ATXN1,0.13,0.04,0
ATXN10,0.15,-0.4,-0.46
ATXN1L,-0.54,-0.08,-0.14
ATXN2,-1.23,0.02,-0.43
ATXN2L,-1.09,-0.28,-0.63
ATXN3,-0.28,-0.13,0.05
ATXN7,-2.54,-0.12,0.08
ATXN7L2,-2.41,-1.08,-1.61
ATXN7L3,-0.33,-0.07,-0.22
ATXN7L3B,-0.98,-0.36,-0.66
AUH,1.26,0.72,0.9
AUP1,-1.64,-1.1,-0.98
AURKA,-0.68,-0.24,-0.22
AURKB,-3.51,-1.52,-1.68
AUTS2,1.16,0.41,0.67
AVEN,0.2,0.15,0.19
AVIL,NA,NA,NA
AVL9,0.69,-0.28,-0.25
AXDND1,NA,NA,NA
AXIN1,NA,NA,NA
AXL,-0.33,0.41,0.81
AZGP1,2.66,3.72,1.45
AZI2,-0.99,-0.3,-0.47
AZU1,-0.46,-0.29,0.19
B2M,-0.53,0.55,0.53
B3GALT6,-0.49,-0.25,-0.04
B3GAT3,0.41,-0.15,0.38
B3GLCT,0.33,0.47,0.66
B3GNT2,0.38,0.68,0.79
B3GNT9,1.72,0.74,0.82
B3GNTL1,-0.94,-0.25,-0.35
B4GALT1,1.65,0.7,1.12
B4GALT3,-1.07,-0.12,-0.24
B4GALT4,-1.88,-1.08,-1.67
B4GALT5,-0.74,-0.03,-0.79
B4GALT7,2.07,1.06,1.49
B4GAT1,1.93,1.01,1.04
B9D1,NA,NA,NA
B9D2,NA,NA,NA
BABAM1,0.42,-0.26,0.03
BABAM2,0.09,-0.22,-0.03
BACH1,-0.23,0.35,0.24
BAD,0.72,-0.28,-0.28
BAG1,0.83,0.84,0.32
BAG2,0.17,-0.26,0.25
BAG3,-0.85,-0.13,-0.19
BAG4,0.35,0.67,0.64
BAG5,1.05,0.01,0.28
BAG6,-0.05,-0.18,-0.3
BAHD1,-0.75,0.67,1.31
BAIAP2,0.48,0.33,-0.24
BAIAP2L1,-0.8,-0.77,-0.79
BAK1,0.68,0.2,0.02
BANF1,0.91,0.11,0.25
BANK1,-0.07,-0.46,-1.57
BANP,1.53,0.88,1.37
BAP1,0.97,0.58,0.79
BARD1,-0.24,-0.86,-1.3
BARX2,NA,NA,NA
BASP1,-2.66,-0.51,-0.88
BAX,-0.36,-0.42,-0.53
BAZ1A,-1.37,-0.36,-0.75
BAZ1B,-0.59,-0.32,-0.37
BAZ2A,0.23,0.29,0.52
BAZ2B,1.32,0.42,1.32
BBC3,-1.33,-0.42,-0.83
BBIP1,NA,NA,NA
BBOX1,-0.23,1.33,1.12
BBS1,2.39,0.8,1.31
BBS2,-0.3,0.09,0.05
BBS4,-0.09,0.16,0.04
BBS5,0.76,0.83,0.58
BBS7,1.19,0.77,1.02
BBS9,-0.41,0.23,0.59
BBX,-1.65,-0.15,-0.48
BCAM,0.62,-0.03,0.72
BCAN,NA,NA,NA
BCAP29,-3.28,-0.82,-0.68
BCAP31,-1.89,-0.85,-0.7
BCAR1,0.47,0.11,0.33
BCAR3,-0.26,-0.3,0.46
BCAS1,-0.83,-0.39,-0.95
BCAS2,0.43,0.03,-0.06
BCAS3,-0.35,0.06,-0.01
BCAS4,0.08,-0.1,-0.52
BCAT1,0.12,-0.7,-0.49
BCAT2,0.18,-0.37,-0.14
BCCIP,-0.4,-0.6,-0.73
BCHE,1.25,1.42,2.57
BCKDHA,1.03,-0.03,0.07
BCKDHB,1.91,0.16,0.68
BCKDK,1.04,0,0.33
BCL10,-0.06,0.41,0.16
BCL11A,NA,NA,NA
BCL11B,NA,-0.98,-0.58
BCL2,1.36,0.51,0.82
BCL2L1,-0.33,-0.67,-0.91
BCL2L11,NA,NA,NA
BCL2L12,NA,NA,NA
BCL2L13,0.04,-0.21,-0.05
BCL2L14,1.09,1.2,0.67
BCL2L15,NA,NA,NA
BCL2L2,0.65,0.57,1.08
BCL3,0.45,-0.06,-0.05
BCL6,-2.46,0.06,-0.3
BCL7A,-0.58,0.75,0.28
BCL7B,-1.89,-0.26,-0.44
BCL7C,-0.18,-0.29,-0.06
BCL9,-0.56,0.12,-0.11
BCL9L,0.05,0.32,0.24
BCLAF1,-1.8,-0.6,-1.11
BCLAF3,-1.73,0.52,-0.3
BCOR,0.3,0.4,0.71
BCORL1,NA,NA,NA
BCR,0.32,0.02,0.37
BCS1L,1.01,0.01,0.12
BDH1,1.07,-0.19,-0.04
BDH2,0.41,0.98,0.86
BECN1,0.08,-0.32,-0.44
BEND3,0.35,-0.41,-0.04
BEND7,NA,NA,NA
BET1,-0.62,-0.31,-0.11
BET1L,-1.07,-0.37,-0.23
BGN,0.35,1.18,0.76
BHLHE40,-0.09,0.31,0.05
BHLHE41,-0.13,0.89,1.01
BICC1,0.69,0.77,0.98
BICD1,-2.88,-0.85,-0.96
BICD2,-0.59,-0.08,-0.06
BICDL2,-1.52,-0.48,-0.6
BICRA,-0.12,-0.15,0.18
BICRAL,-2.21,-0.14,-0.76
BID,0.17,-0.15,0.42
BIN1,0.13,0.81,1.13
BIN2,-1.09,-0.33,-0.24
BIN3,-0.45,0.27,0.3
BIRC2,0.2,0.18,0.24
BIRC3,NA,NA,NA
BIRC5,NA,NA,NA
BIRC6,-0.09,-0.38,-0.14
BLM,-1.31,0.02,0.36
BLMH,0.14,0.09,0.11
BLNK,-2.05,-0.3,-0.34
BLOC1S1,1.12,0.41,0.49
BLOC1S2,-0.43,0.06,0.02
BLOC1S3,-0.95,0,0.46
BLOC1S4,0.67,-0.31,-0.31
BLOC1S5,-2.49,-0.39,-0.61
BLOC1S6,-0.23,-0.04,-0.07
BLVRA,1.41,0.15,0.54
BLVRB,2.62,1.29,2.38
BLZF1,0.99,0.84,0.63
BMF,NA,NA,NA
BMP1,-0.9,-0.14,-0.11
BMP2K,-0.09,-0.09,0.05
BMP8A,NA,NA,NA
BMPR1B,NA,NA,NA
BMS1,-0.74,-0.14,-0.13
BMT2,NA,NA,NA
BNIP1,-0.1,0.01,0.34
BNIP2,-1.58,-0.58,-0.71
BNIP3,NA,NA,NA
BNIP3L,-1.34,-1.52,-1.62
BNIPL,1.53,0.43,0.77
BOD1,-0.7,0.35,-0.21
BOD1L1,-0.65,0.04,-0.07
BOK,1.18,0.23,0.47
BOLA1,1.36,-0.29,-0.07
BOLA2,-0.93,-0.22,0.05
BOLA3,0.09,0.33,0.47
BOP1,-0.51,-0.63,-0.46
BORCS5,-0.4,0.12,0.14
BORCS6,0.29,0.32,0.15
BORCS7,1.12,0.42,0.39
BORCS8,0.83,0.38,0.67
BPGM,2.47,1.25,2.78
BPHL,-0.55,-0.34,0.34
BPI,0.19,-0.39,0.02
BPIFB1,-0.25,-0.65,-0.48
BPIFB2,NA,NA,NA
BPNT1,0.17,-0.38,-0.34
BPTF,-0.95,-0.09,-0.21
BRAF,0.75,0.1,0.19
BRAP,-0.45,0.17,-0.01
BRAT1,0.49,0.12,0.17
BRCA1,NA,NA,NA
BRCC3,0.5,0.1,0.23
BRD1,-1.45,-0.22,-0.05
BRD2,-0.38,0.06,-0.28
BRD3,-0.25,0.36,0.02
BRD4,-0.85,-0.19,-0.55
BRD7,-0.26,0.06,-0.29
BRD8,-0.12,0.05,-0.15
BRD9,-0.31,-0.02,-0.02
BRF1,-0.03,0.51,0.03
BRF2,NA,NA,NA
BRI3BP,NA,NA,NA
BRIP1,NA,NA,NA
BRIX1,-0.46,-0.31,-0.39
BRK1,0.89,-0.14,-0.07
BRMS1,2.04,0.49,1.24
BRMS1L,-0.25,0.12,-0.07
BROX,0.39,-0.36,-0.12
BRPF1,-1.26,0.18,-0.21
BRPF3,1.29,1.23,1.88
BRSK2,NA,NA,NA
BRWD1,-2.08,-0.69,-0.61
BRWD3,3.21,NA,NA
BSCL2,-1.56,-0.12,0.19
BSDC1,-0.48,-0.53,-0.43
BSG,0.39,0.48,1.06
BSPRY,-0.07,-0.3,-0.62
BST1,NA,NA,NA
BST2,-1.73,-0.54,-0.65
BTAF1,0.53,0.32,0.03
BTBD1,0.93,-0.85,-0.24
BTBD10,NA,NA,NA
BTBD2,0.27,0.24,0.14
BTBD8,NA,NA,NA
BTBD9,-2.13,-0.49,-0.96
BTD,1.9,1.55,1.96
BTF3,0.18,0.1,-0.12
BTF3L4,-0.44,-0.62,-0.54
BTG1,NA,NA,NA
BTK,0,0.05,0.26
BTN1A1,NA,NA,NA
BTN2A1,NA,NA,NA
BTN3A1,NA,NA,NA
BTN3A2,NA,NA,NA
BTN3A3,1.15,0.39,1.07
BUB1,NA,NA,NA
BUB1B,NA,NA,NA
BUB3,-0.16,-0.06,-0.4
BUD13,-1.85,-0.24,-0.53
BUD23,-0.66,-0.37,-0.36
BUD31,0.34,-0.21,-0.7
BYSL,-1.33,-0.35,-0.69
BZW1,-1.25,-0.58,-0.9
BZW2,-1.36,-0.88,-1.02
C10orf76,0.7,0.1,0
C10orf88,NA,NA,NA
C11orf52,-0.74,-0.55,-0.82
C11orf54,1.49,0.02,0.35
C11orf57,-2.35,-0.83,-1.14
C11orf58,-1.82,-0.51,-1.27
C11orf68,1.08,-0.25,0.15
C11orf84,0.09,-0.1,0.16
C11orf96,-1.19,0.2,0.01
C12orf10,1.51,0.86,0.34
C12orf29,-0.06,0.27,-0.09
C12orf4,-0.49,0.14,0.18
C12orf43,0.05,0.67,0.28
C12orf45,-2.3,-0.05,-0.83
C12orf57,1.06,0.14,-0.02
C12orf65,NA,NA,NA
C12orf66,0.21,0.46,0.47
C12orf73,-4.05,-0.48,-0.92
C12orf75,-2.67,-0.59,-0.28
C14orf119,-0.18,-0.39,-0.32
C14orf159,1.17,0.46,0.91
C14orf166,1.12,-0.21,-0.27
C14orf2,1.44,-0.59,0.34
C14orf93,NA,NA,NA
C15orf39,0.15,0.71,0.88
C15orf40,0.78,0.22,0.16
C15orf41,NA,NA,NA
C15orf48,0.93,0.62,-0.23
C15orf52,-0.61,-0.52,-0.05
C16orf45,NA,NA,NA
C16orf58,0.24,-0.6,-0.14
C16orf62,0.12,0.04,0.01
C16orf70,1.22,0.24,0.55
C16orf71,NA,NA,NA
C16orf86,NA,NA,NA
C16orf87,NA,NA,NA
C16orf89,NA,NA,NA
C16orf91,NA,NA,NA
C17orf49,0.37,0.01,0.1
C17orf58,NA,NA,NA
C17orf62,-1.2,-1.07,-0.93
C17orf75,0.07,0.06,-0.15
C17orf80,0.15,-0.08,-0.06
C17orf97,-2.56,-0.89,-1.4
C18orf21,-2.34,-0.73,-1.29
C18orf25,-1.22,-0.23,-0.97
C18orf32,-3.19,-1.64,-1.38
C18orf8,1.75,0.42,0.87
C19orf12,0,-0.3,0.64
C19orf25,1.71,0.16,0.37
C19orf33,-2.01,-1.27,-1.21
C19orf47,-1.3,-0.31,-0.71
C19orf53,-3.66,-1.11,-1.79
C19orf54,-0.59,0.43,0.39
C19orf60,NA,NA,NA
C19orf66,-1.58,-0.76,-1.04
C19orf68,NA,NA,NA
C19orf70,1.66,0.29,0.63
C1D,-1.24,1.1,0.14
C1GALT1,NA,NA,NA
C1GALT1C1,NA,NA,NA
C1QA,-0.43,0.27,1.27
C1QB,0.55,0.33,1.4
C1QBP,-0.5,-1.05,-0.81
C1QC,-0.18,0.12,1.4
C1QTNF2,NA,NA,NA
C1QTNF3,-1.28,-0.72,-0.34
C1QTNF5,-2.47,-1.46,-0.59
C1QTNF6,NA,NA,NA
C1R,1.3,0.6,1.6
C1RL,1.51,1.28,2.07
C1S,1.07,0.48,1.35
C1orf106,NA,NA,NA
C1orf109,1.22,0.66,1.39
C1orf112,NA,NA,NA
C1orf116,-0.72,-0.17,-0.07
C1orf122,-0.07,0.19,-0.23
C1orf123,0.25,0.19,0.3
C1orf131,-0.61,-0.29,0.14
C1orf174,0.79,-0.5,-0.59
C1orf186,NA,NA,NA
C1orf198,-0.32,-0.09,-0.38
C1orf21,-3.34,-1.37,-1.4
C1orf210,NA,NA,NA
C1orf226,0.95,0.71,0.06
C1orf27,0.19,-0.36,-0.25
C1orf35,-0.55,-0.91,-0.91
C1orf43,2.44,1.6,2.2
C1orf50,0.79,-0.44,0
C1orf52,1.15,0.16,0.36
C2,1.56,0.41,1.49
C20orf194,NA,NA,NA
C20orf24,-2.16,-0.25,0.05
C20orf27,0.75,0.4,0.68
C21orf2,-0.71,-0.88,-0.59
C21orf33,0.79,-0.06,0.36
C21orf59,-0.64,-0.08,-0.13
C21orf91,NA,NA,NA
C22orf39,NA,NA,NA
C2CD2,2.83,0.84,1.86
C2CD2L,NA,NA,NA
C2CD3,1.97,0.58,1
C2CD4C,NA,NA,NA
C2CD5,0.14,0.15,0.05
C2orf49,0.38,0.31,0.21
C2orf54,-0.37,-0.58,-0.45
C2orf68,NA,NA,NA
C2orf69,-0.1,-0.42,-0.12
C2orf72,NA,NA,NA
C2orf76,0.97,-0.34,-0.22
C2orf88,NA,NA,NA
C3,2.17,1.16,2.4
C3orf14,NA,NA,NA
C3orf38,-0.75,-0.31,-0.64
C3orf58,1.57,0.56,0.62
C4B,1.79,1.8,1.6
C4BPA,1.33,0.77,2
C4BPB,1.09,1.14,2.58
C4orf3,-0.94,-0.24,-0.48
C4orf33,-0.97,-0.27,-0.52
C5,1.68,1.2,2.49
C5AR1,NA,NA,NA
C5orf22,-0.13,-0.12,-0.3
C5orf24,-1.07,0.3,-0.66
C5orf30,2.81,1.16,2.2
C5orf51,1.82,0.32,0.79
C5orf63,NA,NA,NA
C6,1.11,0.9,2.22
C6orf106,0.53,-0.04,-0.07
C6orf120,NA,NA,NA
C6orf132,-1.4,0.07,-0.24
C6orf136,NA,NA,NA
C6orf203,0.15,-0.46,-0.18
C6orf47,-0.64,1.12,0.81
C6orf62,NA,NA,NA
C6orf89,0.91,0.38,0.76
C7,0.75,1.26,2.17
C7orf25,-1.12,-0.17,-0.24
C7orf26,0.46,0.36,0.54
C7orf43,-0.77,-0.19,0.27
C7orf49,0.91,-0.42,0.29
C7orf50,-0.47,-0.33,-0.63
C7orf55-LUC7L2,-0.32,0.91,0.24
C8A,0.61,0.78,1.94
C8B,0.75,0.69,1.66
C8G,2.35,0.76,1.85
C8orf33,-1.48,-0.15,-0.53
C8orf37,1.66,0.68,1.11
C8orf59,-0.81,-0.49,-0.52
C8orf82,0.63,-0.01,0.15
C9,1.43,1.07,2.59
C9orf152,NA,NA,NA
C9orf16,0.9,0.74,1.05
C9orf40,1.26,0.74,1.38
C9orf64,0.27,-0.25,-0.48
C9orf72,2.43,0.87,1.41
C9orf78,0.31,-0.14,0.1
C9orf85,NA,NA,NA
CA1,3.13,1.93,3.13
CA12,0.57,-0.51,-0.11
CA13,-0.23,-0.11,0.02
CA2,2.79,1.37,2.93
CA3,2.93,1.82,3.03
CA4,0.41,-0.89,0.6
CA5B,0.74,0.39,0.43
CA6,1.33,0.26,1.01
CA8,1.01,0.09,0.12
CA9,NA,NA,NA
CAAP1,0.13,-0.15,-0.45
CAB39,-1.31,-0.33,-0.45
CAB39L,-0.15,0.33,0.29
CABIN1,-0.95,0.47,0.57
CABLES1,0.51,0.38,0.71
CACHD1,NA,NA,NA
CACNA2D1,1.01,1.2,1.17
CACNA2D2,0.84,0.4,0.55
CACNB3,-1.34,0.43,-0.65
CACTIN,-0.31,0.03,0.3
CACUL1,0.14,0.23,-0.27
CACYBP,-1.11,-0.83,-0.91
CAD,0.13,-0.32,-0.25
CADM1,0.07,-0.54,-0.03
CADM2,NA,NA,NA
CADM4,0.94,0.5,0.53
CADPS2,0.47,0.15,0.26
CALB2,2.35,0.71,2.33
CALCA,NA,NA,NA
CALCOCO1,-0.62,-0.03,-0.12
CALCOCO2,0.78,-0.21,-0.19
CALCRL,NA,NA,NA
CALD1,-2,-0.16,-0.04
CALHM5,-3.84,-0.63,-2.43
CALHM6,-3.31,-1.96,-1.96
CALM1,-0.67,-0.26,-0.35
CALML3,-0.63,-0.13,-0.11
CALML4,NA,NA,NA
CALML5,-1.23,-1.38,-0.83
CALR,-1.35,-1.2,-1.17
CALU,-1.1,-0.86,-0.86
CAMK1,1.12,0.63,0.86
CAMK1D,-0.54,-0.41,0.3
CAMK2B,0.95,1.3,-0.06
CAMK2D,-0.72,0.22,0.22
CAMK2G,-0.43,-0.05,0.25
CAMK2N1,NA,NA,NA
CAMK4,-1.85,-0.2,-0.28
CAMKK1,-2.31,-0.15,-0.4
CAMKK2,-0.64,0.26,-0.23
CAMKMT,NA,NA,NA
CAMLG,-1.98,-0.01,-0.59
CAMP,-2.45,-1.28,-0.73
CAMSAP1,-0.91,0.09,-0.28
CAMSAP2,-0.33,0.21,0.09
CAMSAP3,0.12,0.25,-0.17
CAND1,-0.15,-0.29,-0.39
CAND2,NA,NA,NA
CANT1,0.69,0.11,0.14
CANX,-0.55,-1.22,-0.96
CAP1,-0.85,-0.38,-0.41
CAP2,1.35,0.28,1.25
CAPG,-0.76,-0.83,-0.78
CAPN1,0.52,-0.08,0.17
CAPN13,-1.32,-0.6,-0.5
CAPN15,-1.13,0.05,-0.1
CAPN2,0.09,-0.13,-0.01
CAPN5,0.91,0.24,0.63
CAPN6,NA,NA,NA
CAPN7,0.56,-0.18,-0.07
CAPN8,NA,NA,NA
CAPN9,NA,NA,NA
CAPNS1,0.6,0.29,0.73
CAPRIN1,-0.38,-0.03,-0.6
CAPS,-1.26,-0.76,-0.79
CAPZA1,0.64,-0.07,0.15
CAPZA2,1.19,0.31,0.5
CAPZB,-0.57,-0.23,-0.12
CARD10,NA,NA,NA
CARD11,-0.89,-0.08,0.11
CARD14,1,1.24,1.93
CARD16,-3.96,-1.08,-0.98
CARD19,0.24,-0.12,-0.37
CARD6,NA,NA,NA
CARD8,0.27,0.29,0.44
CARD9,0.56,-0.04,-0.18
CARHSP1,-0.36,-0.34,0.07
CARM1,1,0.1,0.39
CARMIL1,0.31,0.02,-0.02
CARMIL2,0.77,0.58,0.55
CARNMT1,-1.35,-1.14,-1.78
CARS,0.04,-0.05,-0.02
CARS2,0.23,-0.17,-0.03
CARTPT,1.54,-2.63,-1.44
CASC3,-1.98,-1.33,-1.9
CASC4,-0.02,-0.07,0.08
CASD1,-1.78,0.8,1.24
CASK,-0.66,-0.2,-0.17
CASKIN1,NA,NA,NA
CASKIN2,0.3,0.4,0.44
CASP1,1.15,-0.14,0.2
CASP10,0.13,0.28,0.72
CASP14,-1,-1.25,-0.66
CASP2,0.34,0.01,0.05
CASP3,0.43,-0.4,-0.24
CASP4,-0.34,-0.17,0.02
CASP6,0.54,-0.19,-0.37
CASP7,-0.2,-0.05,-0.33
CASP8,0.41,-0.47,-0.39
CASP8AP2,3.08,1.52,1.77
CASP9,1.32,0.47,0.38
CASS4,2.14,1.25,1.91
CAST,-0.61,-0.14,0.19
CASTOR1,3.04,1.87,1.86
CASTOR2,1.83,0.71,0.57
CASZ1,-0.82,0.18,-0.35
CAT,1.15,1.2,2.46
CATSPERG,NA,NA,NA
CAV1,-0.71,0.96,1.81
CAV2,-0.63,1.46,1.7
CAVIN1,1.75,1.94,2.63
CAVIN2,0.73,1.97,2.7
CAVIN3,0.26,1.46,1.93
CBFA2T2,-1.38,-0.32,-0.61
CBFB,-0.32,-0.07,0.05
CBL,0.47,0.01,0.17
CBLB,0.8,0.51,1.06
CBLC,NA,NA,NA
CBLL1,-1.06,-0.31,-0.29
CBR1,0.83,0.36,0.61
CBR3,0.74,-0.16,0.34
CBR4,1.85,0.38,0.63
CBS,-0.79,-0.9,-0.3
CBWD2,1.52,-0.34,0.17
CBWD3,-0.08,-0.59,-0.52
CBX1,-0.34,0.21,-0.24
CBX2,NA,NA,NA
CBX3,0.55,-0.08,-0.39
CBX4,-0.61,0.03,-1.34
CBX5,0.21,0.55,-0.34
CBX6,-1.09,0.61,0.12
CBX7,-1.18,0.49,0.48
CBX8,0.18,0.2,-0.31
CBY1,NA,NA,NA
CC2D1A,0.54,0.07,0.2
CC2D1B,-0.03,0.12,0.04
CC2D2A,1.69,1.55,0.34
CCAR1,-0.22,-0.21,-0.54
CCAR2,-0.75,-0.31,-0.71
CCDC102A,-0.45,0.7,0.53
CCDC106,NA,NA,NA
CCDC112,-0.54,-1.13,-1.24
CCDC115,1.29,0.23,0.57
CCDC117,-0.45,-0.31,-0.26
CCDC12,-0.73,-0.35,-0.34
CCDC120,1.8,0.79,0.79
CCDC124,-1.03,-0.43,-0.77
CCDC125,-0.99,-0.53,-0.89
CCDC126,2.54,1.28,1.79
CCDC127,-0.76,0.09,-0.1
CCDC130,-4.27,-0.18,-1
CCDC134,0.24,-0.44,-0.24
CCDC137,-0.3,0.37,0.25
CCDC14,NA,NA,NA
CCDC144A,-2.85,-2.2,0.28
CCDC149,-0.38,0.56,0.28
CCDC168,1.07,0.48,0.7
CCDC174,0.22,-0.14,-0.35
CCDC178,2.81,1.49,2.85
CCDC186,-1.14,-0.52,-0.67
CCDC22,0.59,0.3,0.48
CCDC25,-0.04,0.24,0.2
CCDC28A,1.01,0.08,-0.25
CCDC28B,0.24,NA,NA
CCDC32,1.63,0.5,0.97
CCDC43,-0.86,-0.43,-0.78
CCDC47,-0.79,-0.62,-0.48
CCDC50,-0.71,0.29,-0.09
CCDC51,-0.04,-0.1,-0.13
CCDC58,0.61,-0.13,-0.16
CCDC59,0.25,0.08,0.58
CCDC6,-0.75,-0.52,-0.58
CCDC61,0.34,0.08,-0.37
CCDC71L,-0.69,0.35,0.28
CCDC74A,0.56,-0.42,0.29
CCDC77,NA,NA,NA
CCDC8,0.14,0.62,0.42
CCDC80,0.18,-0.1,0.29
CCDC82,-0.03,0.28,0.81
CCDC84,-1.48,-0.6,-0.59
CCDC85B,NA,NA,NA
CCDC85C,-1.33,-0.35,-0.15
CCDC86,-2.27,-0.84,-1.16
CCDC88A,-1.5,-0.24,-0.43
CCDC88B,-1.42,-0.13,-0.3
CCDC88C,-0.94,-0.35,-0.64
CCDC9,-2.13,-0.57,-0.83
CCDC90B,0.52,-0.03,0.12
CCDC91,-1.34,-0.29,-0.22
CCDC92,1.05,0.78,1.35
CCDC93,-0.04,0.18,0.34
CCDC94,-0.34,-0.07,0.02
CCDC97,-1.3,-0.23,-0.73
CCHCR1,NA,NA,NA
CCL14,1.41,1.77,2.77
CCL18,2.24,0.38,0.77
CCL19,NA,NA,NA
CCL21,1.74,2.24,2.55
CCL28,0.67,-0.35,0.15
CCL5,0.57,1.02,0.9
CCM2,0.88,0.27,0.34
CCNA2,NA,NA,NA
CCNB1,-1.88,-1.45,-1.7
CCNB2,NA,NA,NA
CCNC,1.43,0.95,0.77
CCND1,1.75,1.1,0.7
CCNDBP1,-1.6,-0.22,0.07
CCNE1,-1.41,-0.37,-0.01
CCNE2,NA,NA,NA
CCNH,-0.45,-0.3,-0.47
CCNK,0.47,-0.43,-0.22
CCNL1,-2.96,-0.88,-1.35
CCNL2,0.11,-0.41,0.01
CCNO,NA,NA,NA
CCNT1,-1.98,-0.52,-1.06
CCNT2,-1.44,-0.16,-0.85
CCNY,0.47,-0.04,0.61
CCNYL1,-2.43,-1.1,-0.3
CCP110,-0.41,0.23,-0.04
CCPG1,0.23,-0.07,0.09
CCS,1.98,0.44,1.5
CCSAP,NA,NA,NA
CCSER2,-2.98,-0.33,-0.48
CCT2,0.55,-0.33,0.04
CCT3,0.32,-0.44,-0.16
CCT4,0.45,-0.25,0.12
CCT5,0.46,-0.25,0.05
CCT6A,0.82,-0.21,0.2
CCT6B,1.67,0.44,1.25
CCT7,0.75,-0.3,0.04
CCT8,-0.14,-0.64,-0.36
CCZ1,0.09,-0.04,-0.23
CD109,1.7,0.35,0.51
CD14,1.52,0.66,1.46
CD151,-3.1,-1.23,-0.87
CD163,0.31,0.82,1.3
CD177,-0.81,-0.05,-0.28
CD180,4.58,1.2,3.07
CD1A,NA,NA,NA
CD2,NA,NA,NA
CD200,0.67,-0.21,0.16
CD207,1.84,0.89,1.87
CD209,1.07,1.06,2.01
CD244,0.81,-0.1,-0.92
CD247,-0.75,0.33,0.26
CD248,-0.02,0.93,1.24
CD27,5.06,2.78,4.88
CD276,-0.82,-0.39,-0.1
CD2AP,-0.49,-0.29,-0.27
CD2BP2,-0.6,-0.09,-0.51
CD300A,-0.77,0.64,-0.13
CD300LG,1.71,1.19,3.5
CD320,1.61,1,1.62
CD33,0.62,0.9,0.85
CD34,0.98,1.2,1.87
CD36,2.55,1.47,3.09
CD37,NA,NA,NA
CD38,-0.97,-0.35,0.01
CD3D,NA,NA,NA
CD3E,NA,NA,NA
CD3EAP,0.62,0.02,0.38
CD3G,NA,NA,NA
CD4,-0.51,-0.1,-0.12
